fecha,texto,hashtags,links,id,topic,mentions,ubicacion
2020-09-25,Tweet 4149,"['hashtag_BVB2I5CR3R', 'hashtag_1RXZ8RPXYX']","['link_HB488RHY8H', 'link_SQMY82VZQ2']",tweet_L72MN0NTQX,sports,['user_2HGQKWKTDX'],location_T7YQ1E9I9P
2023-02-05,Tweet 4150,"['hashtag_ANN8QIHFKJ', 'hashtag_5O5L3CGEY2', 'hashtag_UZQ7775Z69']","['link_Y8XSBJF26M', 'link_W7D93HRRP4']",tweet_9519CMFQ3T,entertainment,"['user_O9TR5MD3EB', 'user_AVW24CR0UA', 'user_CG3ZRHQ8R8']",location_28FE1U3581
2022-12-10,Tweet 4151,"['hashtag_QA1OL2DHKS', 'hashtag_RPK3HIFPAA']","['link_M0XS49NY72', 'link_SLWJP51OKY']",tweet_HSQGUYVB5Y,sports,"['user_KHP4ZUL1ZN', 'user_LO6DL3917X', 'user_NM3QTDI0OY']",location_T4WXTH6UKC
2022-04-03,Tweet 4152,"['hashtag_SFRQ4JBLEG', 'hashtag_LBWBJC9XM7', 'hashtag_OKVDRMIHI5', 'hashtag_3OCKMPP0ZY', 'hashtag_U7B2M1MELA']","['link_WAD9XZR31U', 'link_NVSHMPLFI9', 'link_68792ILEEG']",tweet_DXPNKEZNWD,sports,['user_QL1W441BDY'],location_4DHZAIWIU4
2023-06-11,Tweet 4153,"['hashtag_WPHOO25SUL', 'hashtag_V69OX4EYEV']",['link_N7O3YBZKI6'],tweet_NDI0X43VLA,politics,"['user_BZP75PWDLZ', 'user_8I4ITQ38VN']",location_7J4MB80L5Y
2022-01-25,Tweet 4154,['hashtag_YQ1VOXH2AF'],"['link_0H2YMGH93U', 'link_4VLYQHZM1W', 'link_0VJUTJ6ODQ']",tweet_NHRAVBUFHK,entertainment,['user_3CTJDGUPYD'],location_HWAOPBODJY
2022-05-02,Tweet 4155,"['hashtag_GWEPOUKL44', 'hashtag_84JCU927P1', 'hashtag_DJY8HMBM5V']","['link_YVGJ5ZE0CH', 'link_6V7CNDWZ7X']",tweet_E5HO7EBISS,technology,"['user_H9N65H7KKN', 'user_D6O7Y1CI53']",location_W2P8EUJ2LP
2022-05-27,Tweet 4156,"['hashtag_2XC661D0I8', 'hashtag_J4SNHWFRY3', 'hashtag_8ZDI1PBBPX', 'hashtag_4SM4F0QUBM', 'hashtag_K8E4TWMV10']",['link_9PF1O2MYJ0'],tweet_364DPPYOHY,politics,"['user_QS7K9Y91EA', 'user_HPVMRENOAZ']",location_4YFZUZLUV1
2020-10-17,Tweet 4157,"['hashtag_DUJVCNBEZ1', 'hashtag_E83HRFC72H', 'hashtag_EP6A71S6E7', 'hashtag_0A5RSVWWO3', 'hashtag_8QG7IE3T90']","['link_8W2B3CLLTW', 'link_MZONBHFFJQ']",tweet_I3ALCZOLKT,entertainment,"['user_3FJZC1FR3F', 'user_Z9W14MDAF7', 'user_70HPFNWTNR']",location_UX4CBDM7BP
2021-03-03,Tweet 4158,"['hashtag_X8FQTO4XTK', 'hashtag_SF6QPDFAYD']","['link_A3ZLL8J6AI', 'link_892RDYP29S']",tweet_AJPDKLHNT7,technology,['user_XXJ6DU2GRD'],location_U4G114O2WQ
2023-07-04,Tweet 4159,"['hashtag_6MM5099JD9', 'hashtag_RK8VW1EF9N', 'hashtag_L69G3USZR8', 'hashtag_403GJGE935', 'hashtag_1X2Q81Z22E']","['link_H7T9MUA945', 'link_42HGBD7DCL', 'link_DKQRSDV9B7']",tweet_WQ8UH6AE5Q,politics,"['user_X5R5Q8BSL8', 'user_0GV7XYDKZ4']",location_442LFU3WZG
2022-10-23,Tweet 4160,"['hashtag_6RFWMFT2DL', 'hashtag_56YV5G5Y25', 'hashtag_IJVYJAQN7H', 'hashtag_MX2K5RPMC0']","['link_LA1BNHY3ON', 'link_IGXU0D4Q4H']",tweet_W8LTHDZ9O6,sports,['user_JKI7N4WF57'],location_31VDUE7ITJ
2020-07-23,Tweet 4161,"['hashtag_IZPDCMJRYZ', 'hashtag_UX9R7YSMR8', 'hashtag_PIIC6EBZIO']","['link_P0V9FYF62P', 'link_9VYKE9HZSR', 'link_GFXPZ48NNZ']",tweet_SIL4HBKH24,entertainment,"['user_00FLU3OE85', 'user_B9BUVZSGGT', 'user_ISJVGCL4FH']",location_BT106UJX5L
2023-07-12,Tweet 4162,"['hashtag_80LZLM2QRS', 'hashtag_MYTB9IRYWC', 'hashtag_YZ1PQ4PR9U', 'hashtag_DYRZAOJG65']","['link_E89G2IU1MZ', 'link_5WTOSHKAWN', 'link_SSH0CG2J1S']",tweet_2FTU6M0DGK,entertainment,"['user_7NJNBAX5JQ', 'user_42RPTC9KY9']",location_ELP40O7GJ8
2023-01-25,Tweet 4163,"['hashtag_7TXMS2TI7L', 'hashtag_9UOA2FUXM0', 'hashtag_YWXPGNZD5E']","['link_21H5ERIWN6', 'link_NMR3NIFQG3', 'link_TLX1ZDWLEQ']",tweet_UVU191GQEL,entertainment,"['user_O7O41TP5D8', 'user_NOZKY440AH']",location_TAHFEIZL4P
2022-02-27,Tweet 4164,"['hashtag_G287IL12EP', 'hashtag_P6TA03Q4BO', 'hashtag_10YS1VPHQA', 'hashtag_S23RGTUCJU', 'hashtag_GFSASGUNE4']","['link_RUAAQH7H4P', 'link_S0J3DKZ17U']",tweet_FTGVZCLH3D,entertainment,"['user_IW4TQA3MCT', 'user_SP3TMJ39KZ', 'user_U1M4V4WWQO']",location_EGR6SPWIIC
2022-10-15,Tweet 4165,"['hashtag_M4OLO5FDHZ', 'hashtag_EVNGIT91MK', 'hashtag_MFBYN016OE']","['link_L3LNU3D45D', 'link_ADQY0BSAJJ']",tweet_19OYZF1H06,politics,['user_2EJ4H4MTGQ'],location_4H35OZWCBH
2021-02-04,Tweet 4166,"['hashtag_UWJ73B62NJ', 'hashtag_INEHTPDTUS', 'hashtag_LX20LHZJY6', 'hashtag_5RAJUZYRAY', 'hashtag_PZBFJ5ZSC5']","['link_3RPD9SNYQH', 'link_OOGTJRPUXI']",tweet_O484GAD7GA,politics,"['user_PQ6U2VRRVS', 'user_ZF78SS7ZY2']",location_33D9R995XW
2020-09-23,Tweet 4167,"['hashtag_O895WJY1UP', 'hashtag_9YWK3SJE6B', 'hashtag_I26RLY8OLE', 'hashtag_VQ8C2MKSE9', 'hashtag_KQG13BN7TE']",['link_92W1YBTVLR'],tweet_6QCWL6CJPS,politics,['user_0ZHDK4OF87'],location_EW4UVQPC6P
2020-01-22,Tweet 4168,"['hashtag_IGPCWAHSI3', 'hashtag_ZCJDUT45IA', 'hashtag_9IY4YNZ9OG']","['link_D47M9TFG6J', 'link_FH9AHACCT8']",tweet_CS80L45BQK,sports,"['user_1PEOXEVKRD', 'user_C6EKY4AHQE', 'user_L3R4H1FWHM']",location_W39O5BMEHS
2021-12-24,Tweet 4169,"['hashtag_QGBK6L09IH', 'hashtag_TUUKLR5SES']","['link_CDOVP65BHS', 'link_YE8QJ96FYM', 'link_Z8FE4O83V0']",tweet_RBI33CXUWP,politics,"['user_UC14N27M0P', 'user_M8RIGGU8EO']",location_NPXLPIIMXD
2022-02-28,Tweet 4170,['hashtag_PS4P12Y8JJ'],"['link_JK9678DUE1', 'link_Q1737D0PBP', 'link_P8Q2FT3XU6']",tweet_GQDG9WFLP9,entertainment,"['user_Z0BAMY794H', 'user_N865UJ3VP0', 'user_FR1IDNC11H']",location_K59K92TPE1
2023-05-04,Tweet 4171,"['hashtag_FHUIN1SY3R', 'hashtag_ETNV6M790W', 'hashtag_CLCTZN0SC9']","['link_R2MBTMF8VS', 'link_P2XH2MZ8OJ', 'link_W8CX1LSE37']",tweet_B686P64E42,sports,"['user_YJ254KXPKM', 'user_TEAQ31XY8O', 'user_63YCYTTMLU']",location_8TUGTHCSE9
2022-01-21,Tweet 4172,"['hashtag_W2I22ZUONX', 'hashtag_GPPDT1SR43', 'hashtag_WEUYZ9Y5DP', 'hashtag_RD4T0R90XJ', 'hashtag_633866VJ4A']","['link_R76U3V9A0N', 'link_9H1IW4VNPP']",tweet_18IK817T3J,politics,"['user_XQR6EMLYGS', 'user_HNHO37142D']",location_LUPCE6ZZ0W
2021-05-09,Tweet 4173,"['hashtag_D1D2ESLRQX', 'hashtag_2HM9C0RT7E']","['link_TG7MB7N855', 'link_7QORI2VWHD']",tweet_NK8A2NR0EX,sports,"['user_FDP0ZS6TVU', 'user_V78RWXQIA2', 'user_NTPG6VTTIZ']",location_8SIKK68PCR
2020-05-10,Tweet 4174,"['hashtag_J56K6F9K3Z', 'hashtag_FJXIC0NP6Z', 'hashtag_K0QQQ3F1BY']",['link_EZXVIFHE78'],tweet_RABMOZ13OD,entertainment,['user_ASSETA857S'],location_018CEWC9T8
2021-08-13,Tweet 4175,"['hashtag_8PCLON95P8', 'hashtag_P4J1LDZV1Z', 'hashtag_E1FX681EX0']","['link_I3CZ3897JM', 'link_QVR7TW2C1B', 'link_SLMP8DUOSU']",tweet_W0TDZG5J13,politics,"['user_NP5IWAGLZQ', 'user_5WYV6OB3SH']",location_18KMC3MQZZ
2022-12-06,Tweet 4176,"['hashtag_DVU6BEDV3G', 'hashtag_5OAFQ19QX7']","['link_NCV10LDPOK', 'link_DD1VOIG5H0']",tweet_N4SXP2ZYKU,technology,"['user_Q7JJ1P0MX6', 'user_JAWVS2TVM9']",location_1ETBZJBOWX
2023-08-15,Tweet 4177,"['hashtag_IK36RA4XPL', 'hashtag_L5G4L2TO7P']",['link_1V4SQZ0PS4'],tweet_IOPAADHMKL,politics,['user_08QG201ZMF'],location_SHWKACR8TA
2023-06-28,Tweet 4178,"['hashtag_K584W3B3D0', 'hashtag_7XVIX8LPRX', 'hashtag_8P0E5TXUN5']","['link_TGJYAFN10X', 'link_PCD99Z1W9F', 'link_M8ENZW0035']",tweet_CZEYSYMYM4,politics,['user_OG13OE167T'],location_NCILYYIY8F
2022-03-15,Tweet 4179,"['hashtag_FA27JLDT2D', 'hashtag_M5WZ8FEGCB']","['link_CQ48LRXWS8', 'link_PR1TJSSB4H', 'link_E2NTKX91I4']",tweet_BM93UPCEM7,sports,"['user_C0M8WTLGOW', 'user_HKU3081P2C']",location_CORNDH2GDF
2021-10-04,Tweet 4180,"['hashtag_CROMCGET1A', 'hashtag_B4GWBTUCX1', 'hashtag_WCNH4I1GTL', 'hashtag_V90BPAVJZM', 'hashtag_XI84HWPPNF']","['link_CTQPDVO61E', 'link_A7IHSVL1A3']",tweet_GNHOTK1RMU,politics,"['user_3FFRL6M9QH', 'user_M01VXAPSSJ']",location_G3SOCZJ424
2023-08-10,Tweet 4181,"['hashtag_TO6MOHXY7V', 'hashtag_2HJJQ978K0', 'hashtag_6CI07QJN6O', 'hashtag_VXAWC2MS1Q', 'hashtag_VAC4GEAE1Q']",['link_U5MKJS40A0'],tweet_2LABSB45UP,sports,"['user_8QRIF02DPO', 'user_ODIWDM2LDS']",location_15ZZLK5FO7
2020-11-08,Tweet 4182,"['hashtag_EHIJ2BZ5R4', 'hashtag_5SF9IAIDDQ', 'hashtag_FQ2JH7RI0J']","['link_N474QVAY8Y', 'link_FQ0M19M6JY', 'link_AIAPVJ0UV1']",tweet_82LKCNNRSU,sports,"['user_L278EG2VRP', 'user_2FWYJX1VKY', 'user_DPJYELAWKK']",location_D7W3JGE6BH
2023-01-09,Tweet 4183,"['hashtag_LTYC38MDEM', 'hashtag_1EQAEPISGF', 'hashtag_FA1DVH3WB7']",['link_2JZ71VSJF9'],tweet_S6F9OCZ7KA,technology,"['user_PK78XUSR0S', 'user_91I538N4L6', 'user_H3R9HMYA5I']",location_Q6QR8M3TUN
2022-10-01,Tweet 4184,"['hashtag_N94U3IDZ2D', 'hashtag_Z7K5042PD4', 'hashtag_RC2XSF67ZU', 'hashtag_MF949B8QF8']","['link_ETCMLRHCMZ', 'link_RC0YRP9BSI', 'link_HQF0MGMIW9']",tweet_3LZ1E5NQYG,sports,['user_XADH9TXGC5'],location_62187SV5U9
2023-11-04,Tweet 4185,"['hashtag_11FZ88HA4F', 'hashtag_2XK9OIPHNB', 'hashtag_FVMLUSS9HF']","['link_U6V2EW2ZR7', 'link_KW0LL2ZHTY', 'link_G9HZHNQOUC']",tweet_EA3IV5WPXQ,entertainment,['user_2VMMH0VX5G'],location_416A1JR93A
2022-06-18,Tweet 4186,"['hashtag_AEMKYWR07Q', 'hashtag_BZ74DEA5C7']","['link_0ZHGMR8XL6', 'link_31HKXBK7LI']",tweet_NU82NAL7QJ,sports,['user_R15AKAJ9FH'],location_2E5S1ESVJV
2022-06-24,Tweet 4187,['hashtag_B99O941Y8J'],['link_6NI87HPWXE'],tweet_0NQU5M1P5S,entertainment,['user_MAM4FPUOTM'],location_P543NC4W70
2020-03-15,Tweet 4188,"['hashtag_SWEALV9IIW', 'hashtag_TK1SYN4VUA', 'hashtag_DHG1DK9YXX', 'hashtag_TXD503CMX3', 'hashtag_X2VU7VO6WD']","['link_163L8LSRNO', 'link_UHV4U573C5', 'link_6I6U2X4BH3']",tweet_LIFKGGDMA9,technology,"['user_1OGTBEMCIO', 'user_HFCU2D8BRJ', 'user_KQ5GKCBNTO']",location_KVR6WWO4BA
2022-09-07,Tweet 4189,"['hashtag_LJC9BKV7QI', 'hashtag_WQCGOWX40Q', 'hashtag_LVU45DXJEZ']",['link_W2CPV5LVE1'],tweet_79OUHE24C1,entertainment,"['user_4HCIUER1ZJ', 'user_EX5CD5SXQL']",location_G1RH8GG4PT
2022-10-25,Tweet 4190,"['hashtag_2FWV3MP3XU', 'hashtag_56T4BOERBY', 'hashtag_D339RVIOQU', 'hashtag_BLHQ4SZ8MQ', 'hashtag_4846HVXKJ6']","['link_T4KYEPTCBY', 'link_2YMDTWHFNN']",tweet_7WSLDOLTE6,technology,"['user_NTSGNT8GZA', 'user_CZ25AP490B']",location_ECRBRTCE33
2023-01-18,Tweet 4191,"['hashtag_07PTGOV2NO', 'hashtag_60FLQ95RBV']","['link_VWDV3K9J4Y', 'link_KDHBZCS950', 'link_PJL85ZM122']",tweet_Q0O4LNQYMS,politics,"['user_8OM0P7HSX0', 'user_SBUKL3G2NB']",location_FG60QU4FJJ
2023-04-26,Tweet 4192,['hashtag_YUQLSFWVZC'],['link_O0CTPBYCKM'],tweet_Q3YPKE0HK7,entertainment,"['user_KLLHLC6Y0V', 'user_6FOFKM6RD6']",location_Z5L75BZ15P
2023-11-22,Tweet 4193,"['hashtag_LCMZFV0SVE', 'hashtag_2R3SBTQU4I', 'hashtag_YBPKT7OJFK', 'hashtag_82U5X6M9SP']","['link_R4OD3ERB3D', 'link_P3SWVV1TYG']",tweet_9JN3ZYIAOS,entertainment,"['user_SAHO3PG1WP', 'user_1Q7XTE83WB']",location_MWYNEZP1FA
2022-06-19,Tweet 4194,"['hashtag_22E4VIB5XD', 'hashtag_4DNWLSRO0J', 'hashtag_7V5HEMQ2MS', 'hashtag_DECOG9L6EE', 'hashtag_JGT34CRVB1']","['link_RLCXK2CS3C', 'link_256UVPHAXT']",tweet_YOW5UK85WA,politics,"['user_MTEBIUV571', 'user_F7H5J27GVX', 'user_E2F8BRZ5HX']",location_0KX8USOAID
2021-07-21,Tweet 4195,"['hashtag_WI2JT59TB1', 'hashtag_I70TTNPJTT', 'hashtag_W0NKLAWDTX', 'hashtag_6LVOO825A8', 'hashtag_8TNP1ANCEN']",['link_YVLX1T94B8'],tweet_0A5IJKUXAD,politics,"['user_G0AG1SY6SN', 'user_EVLQ68LTX8', 'user_M8M5YDJZLR']",location_1PZC2AMANL
2023-11-21,Tweet 4196,"['hashtag_S67FOVSZ4H', 'hashtag_JOER75G22N']",['link_MEG44QLQCJ'],tweet_P3UNGUME1A,entertainment,"['user_F5RA0EFECM', 'user_MP2Y037ZHZ', 'user_NBIC2LDA3Y']",location_LC0EHGR5JM
2023-04-06,Tweet 4197,"['hashtag_AOB2YRRNWE', 'hashtag_BIKUXXT49U', 'hashtag_VLM5EE4PDC']","['link_TJH4Y4ICA5', 'link_A8MVEL706Y', 'link_IXTOF8W2AR']",tweet_0ZF206O859,politics,"['user_3BLVPPTT4N', 'user_V7HIGLBM39']",location_Y34ZAILNSP
2022-04-18,Tweet 4198,['hashtag_J9U6WJNBX1'],"['link_DBP34M2FK3', 'link_TIP838GWY3']",tweet_5LA44NHEGL,sports,"['user_D7956OORV7', 'user_OMSL4IDKBK']",location_3X5OD3418O
2021-11-10,Tweet 4199,"['hashtag_5KL8NMAA67', 'hashtag_C7IM8B1HMA', 'hashtag_5CDZHE8Y3H']","['link_UEH3TMHIH5', 'link_0EV0UWDD3C', 'link_H0T3GRLPN8']",tweet_19ZJV48M4D,entertainment,"['user_MLQZCMPU90', 'user_022REQ5X0E', 'user_UC6Q35GF16']",location_NRHUBBNX25
2021-08-17,Tweet 4200,"['hashtag_OXIF1AOR0T', 'hashtag_MLRKEPI87E', 'hashtag_9UTCGPPG0F', 'hashtag_ICV1XVJ7TP']","['link_9UBUGY63KV', 'link_9AY6GTFVIX', 'link_UM8MMWYW0G']",tweet_4HHX12QC0F,politics,['user_YM353LU38X'],location_55TMJ8D598
2022-09-20,Tweet 4201,"['hashtag_ITCEVSON2C', 'hashtag_Z6XHD9GQUS', 'hashtag_DQUORELWZU']",['link_XX3S3CN0CX'],tweet_JGE4XNRL4B,politics,"['user_GZ7CJGL979', 'user_CEJA9MHURO']",location_DGQ8JEAO4K
2020-06-15,Tweet 4202,"['hashtag_ROCJ3ZGPI9', 'hashtag_XED8LLMXXG', 'hashtag_K4BP570OWE']","['link_A5QUQBQ7WN', 'link_YA9CGLFZDG']",tweet_W0WPY354JF,entertainment,"['user_7UOBP9MRUE', 'user_Q03TN4JBP1']",location_EHRBGEF7UI
2020-08-28,Tweet 4203,"['hashtag_T8B9C0VSGT', 'hashtag_MH8BMUI832', 'hashtag_OU5T1E804M', 'hashtag_8T6VSNJFFR']","['link_J671Q3SA6L', 'link_PYM447SPZX', 'link_1U70Z6B48X']",tweet_940L7T5PAN,technology,"['user_GWHVIE5WIN', 'user_3R8TBLK6BA', 'user_V70EEHFOKC']",location_FR87EMY6X9
2022-08-15,Tweet 4204,"['hashtag_QFYXG4OVBR', 'hashtag_XAUUL0KQZY']",['link_57DHRNOL61'],tweet_4XHT44PD3L,politics,"['user_0R3IEWNSPG', 'user_NDOAMGT4QI', 'user_KX32QQ0IWJ']",location_Q94HBYXCL1
2020-02-28,Tweet 4205,"['hashtag_PTYDO4VETT', 'hashtag_UWA5H6N1YS', 'hashtag_B9M41LSNY4', 'hashtag_USWBO5TKEU']",['link_B2FABNIZSK'],tweet_KYD9GY6EZI,technology,"['user_7UPUKM7U0X', 'user_HYDNZCLDQX', 'user_ELH6W78ZAE']",location_KBR4Z8ZUX3
2022-06-17,Tweet 4206,"['hashtag_CHHFP92YPQ', 'hashtag_1LT8NVATME', 'hashtag_4UM090LIKA']","['link_ABGZTLOF5V', 'link_UJJD0I984Y']",tweet_JDFM3B2F5Y,technology,"['user_0UUUEXD511', 'user_SA38GB6X6S', 'user_HS48ICJEZF']",location_YP8J0XVVYB
2023-01-21,Tweet 4207,['hashtag_S8SY0OX9FG'],"['link_KICUJT6E46', 'link_HIR3OSGYHP', 'link_5PSSIP1Y99']",tweet_KNQW6HBTER,technology,"['user_ESAXYXT2RY', 'user_WH169F9KOV', 'user_VAWMUYGB5S']",location_XXH00RJ9G7
2021-02-06,Tweet 4208,"['hashtag_VRRTOD2BUU', 'hashtag_JWP4Z6FIGF', 'hashtag_NGXHKW8SLS', 'hashtag_3UNJX3ONSM', 'hashtag_PI4Y2055CJ']",['link_N0XF6YKSHF'],tweet_YMOL350ZG5,technology,"['user_L7IV1EZWBS', 'user_C2QICWDZIB', 'user_RFHWC4NKHL']",location_6A2G0RU0R9
2022-04-15,Tweet 4209,"['hashtag_1J15TQ4GY6', 'hashtag_SP7QBI14QL', 'hashtag_5B2T2NNGGN']",['link_KWWFW9EO6U'],tweet_6GN1M27NG5,sports,"['user_4Y5T32RLWA', 'user_X3V9547JCW']",location_N5QQR2JAGC
2020-09-12,Tweet 4210,['hashtag_PN7UOB7QLC'],"['link_RQ5014L59R', 'link_81AKZQOU4K']",tweet_K5OQZWQD3L,politics,"['user_HG03EW7ZYS', 'user_7UHF8B58NK']",location_CGK59KS7KM
2023-06-13,Tweet 4211,"['hashtag_92BJ3PPXRU', 'hashtag_RD63ZN3RCV', 'hashtag_L1FI7DBZ23', 'hashtag_KB5G3YUG9W', 'hashtag_SPBFE2R8AA']",['link_9XEIW1F2AY'],tweet_SM1RNHJ7P2,politics,['user_00I51OICX8'],location_3HPOKLINTR
2020-12-03,Tweet 4212,['hashtag_9XZ6GCZYYD'],"['link_CW8ZG206DJ', 'link_I4SZPPQZ9W']",tweet_AHNJTLLKTV,technology,['user_L68BH4KB1V'],location_M9FHWP1YCB
2020-12-23,Tweet 4213,"['hashtag_2XLZRGIH4M', 'hashtag_T6GLBR69ZZ', 'hashtag_7LH9CFJY1P']",['link_7IAGS20Z3C'],tweet_5FLAZQ11XR,technology,"['user_0A1UC5NRDC', 'user_KZLEUNHMMT']",location_3YD260WWFI
2023-07-16,Tweet 4214,['hashtag_KWR1ES6NQ7'],"['link_YJXIXF9I5L', 'link_I2PIVL778S', 'link_NCBXH8KGZD']",tweet_3YY2PM3LXB,technology,"['user_8UZTG0XOEE', 'user_0PETN5FLUE']",location_4M4EBQOJZP
2023-04-14,Tweet 4215,"['hashtag_PWAJM27ZLK', 'hashtag_NTFR58KU0I', 'hashtag_4DDIJFT3CT', 'hashtag_KQ3STRMEVJ']","['link_5T28BS5VT8', 'link_G72A2FXX57', 'link_9ABFYQ8AIC']",tweet_IAJVE68ECY,politics,"['user_MVF7I8Y488', 'user_PIJP449CRT']",location_VR37FRALVE
2020-06-06,Tweet 4216,"['hashtag_7I6Q0HOD4V', 'hashtag_0RO5XHV7B3', 'hashtag_VRPM968OOQ', 'hashtag_525EWAJ4N1']",['link_LQU73YKEK7'],tweet_N2KEXPCWHN,technology,"['user_0VYRXGZJYN', 'user_OEMZUKKO76']",location_L4K9LGGDH4
2020-10-18,Tweet 4217,"['hashtag_EB8UNEWQG5', 'hashtag_IUPKD3YBAL', 'hashtag_SSNS5CEWG9', 'hashtag_P7K0W2SZ17']",['link_97CY05KZG0'],tweet_6YFZGFZ9YO,technology,['user_OCU25RI1YF'],location_9BE19D2NRK
2020-06-19,Tweet 4218,['hashtag_2JBXMEFBCC'],['link_08PH9JCKO4'],tweet_QHKY65TM3C,politics,"['user_Z5CFATYV7Q', 'user_ZGE8TZ8ML4']",location_5BATXGYJLV
2021-08-01,Tweet 4219,"['hashtag_X1JXN4Y2S8', 'hashtag_RV1Y8NDKME', 'hashtag_Y9AW8LO2CX']","['link_IMCTB2IPD0', 'link_EKV7D1BG49', 'link_NT81JLLHEK']",tweet_089HF2BHQO,entertainment,['user_DVOEUVDG7T'],location_ZEVRPINU35
2021-12-17,Tweet 4220,"['hashtag_V7LC5PQBXX', 'hashtag_FD6INCEIZ3', 'hashtag_LB8IWJNLRD']","['link_OH73KERWJ0', 'link_44O03C7M0R']",tweet_VCH1ET3Q0W,sports,"['user_HX9TEOV8OJ', 'user_Y873WFCOWW']",location_11J7OZBBIV
2023-02-13,Tweet 4221,"['hashtag_NMA462LYG3', 'hashtag_TYQ9YN27QO', 'hashtag_YVVLG01L2Y', 'hashtag_238FDGKW8N', 'hashtag_B666Q03L5T']","['link_U2G6XRSP54', 'link_GTXAO459WV', 'link_NBGWXKP00L']",tweet_03JMWDOJRJ,technology,"['user_LWZM1DC4D0', 'user_L056RW5IWG']",location_XO0LO2RK8Y
2022-06-23,Tweet 4222,['hashtag_Q76FPHD8Y8'],"['link_JV8MOWJEMG', 'link_F9IONFUXAR', 'link_C8L0K4ZKRP']",tweet_HE45TIX2AO,politics,['user_KYFF79SXXP'],location_6G2EHP44C0
2023-01-20,Tweet 4223,"['hashtag_I8P75JNV0N', 'hashtag_G1K8UUHLYZ', 'hashtag_Y56EVO8V6Y', 'hashtag_9RPGJQL2KO']","['link_QYPKBK5PWG', 'link_QX71OQUISN', 'link_VXG25WRP3B']",tweet_LWFLLG3QVD,technology,"['user_TP2N0YYJ41', 'user_9X10EUFJYE', 'user_P7MRW9H6V4']",location_BE0YARVLJH
2020-02-13,Tweet 4224,"['hashtag_07IXGR4W5Y', 'hashtag_0I1V990NC3']","['link_ETXZVF98K0', 'link_EWFCLDE7WD']",tweet_1224NKOVHR,entertainment,['user_EZVT7QG8DJ'],location_57TZL5J48I
2023-07-27,Tweet 4225,"['hashtag_9OZB0NSPA0', 'hashtag_YF3E8QJN1H', 'hashtag_J03M6LEL13']","['link_4JB32XNGST', 'link_IBZ5F0KJWK']",tweet_KW48GUVJNL,sports,['user_6C3V4TJLQX'],location_472H6WQ7RI
2020-07-18,Tweet 4226,"['hashtag_OAY0P43FEB', 'hashtag_DSWX7OPDV6', 'hashtag_6XP1JOXS1C', 'hashtag_8PCR88GWAP', 'hashtag_9IEGY2D9VC']","['link_O7CDHLXOOR', 'link_SU9K7S2QTO']",tweet_9U2S6E30RQ,technology,"['user_R2HD4XL4M8', 'user_1BGOCEBG7L']",location_W2U6KK90IU
2020-02-07,Tweet 4227,"['hashtag_RUBPJ3X0F5', 'hashtag_MOKX9CI4P3']","['link_F8D5VVRD0L', 'link_WWK8T7YMNI']",tweet_TLLKE09O6F,politics,['user_J177LQ8U2Q'],location_KAMFSJNZ8T
2023-08-19,Tweet 4228,"['hashtag_CLTHU6O8XE', 'hashtag_PSFBEWMJJO']",['link_TZWP1DVL1V'],tweet_7THSEMDXO5,politics,"['user_0XHKNXDM0R', 'user_SFXLGJBK8Y']",location_K0R9EAZNCY
2021-01-18,Tweet 4229,"['hashtag_1ZOI5Q101T', 'hashtag_GUF4OLXLVI']","['link_OTXQXDULZL', 'link_CY6MCVH35Q', 'link_4UOTAJK0IB']",tweet_VJRWEWVY03,politics,"['user_Q4NHR87EVW', 'user_HWZ8BOKTL1', 'user_4YDYYXMJ5L']",location_ZZPYUBOM2E
2020-02-19,Tweet 4230,"['hashtag_RDYUOKVOBL', 'hashtag_3EM9Z0EYYV']","['link_2EJ73N0V8C', 'link_2APQERHYNV']",tweet_K5JH45RULH,sports,['user_H313B5OIDD'],location_W0143RR6HR
2022-10-26,Tweet 4231,"['hashtag_44Q2A5TAFC', 'hashtag_GIHYRK6D7M', 'hashtag_21J0VW5HJC', 'hashtag_OLUSZIGBEE']","['link_K41XANFFYF', 'link_N8VY89EBUK']",tweet_AAG7X42J1F,technology,"['user_GV1L4MNF24', 'user_T2N07T5V7M']",location_G4ITK28MOQ
2020-08-03,Tweet 4232,"['hashtag_KQ1B8FGUNM', 'hashtag_ZGELSKWEFE']","['link_7IIZFMHQQ8', 'link_VFEJUOA3L4', 'link_S19HEUEZFD']",tweet_SX4AT39211,sports,"['user_3FY6KVVVK7', 'user_F9LN8C8EG7']",location_ZA25PGJRX9
2021-03-18,Tweet 4233,['hashtag_PSU143Z6HD'],['link_6S3COBDRSG'],tweet_RP39J8AKWB,technology,"['user_ZO2HTMTP3D', 'user_ZJP4KPF010']",location_H6X8BUIKLH
2020-08-16,Tweet 4234,"['hashtag_1TL65J4ODD', 'hashtag_Y199AAB119', 'hashtag_8A44SBKQZU']","['link_HXDNGRTO4K', 'link_NB5YB0HWF9']",tweet_J1UCL9BNWI,technology,['user_D0FB7G6BND'],location_KC0I9AB8WF
2023-01-16,Tweet 4235,['hashtag_R0CLY5IIP5'],"['link_8NX65S8123', 'link_XALT4SR33Y']",tweet_OO8RIMY6FX,politics,['user_UQCKMF65WN'],location_MDCCVM8W01
